model,scenario,region,variable,unit,time,value
canoe,nz,prince edward island,secondary energy|electricity|renewables,PJ,2045,40.46367382346108
canoe,nz,prince edward island,secondary energy|electricity|renewables,PJ,2050,42.686041874907424
canoe,nz,prince edward island,secondary energy|electricity|storage,PJ,2025,0.0453219094630507
canoe,nz,prince edward island,secondary energy|electricity|storage,PJ,2030,0.21075750257070264
canoe,nz,prince edward island,secondary energy|electricity|storage,PJ,2035,0.5013575008617016
canoe,nz,prince edward island,secondary energy|electricity|storage,PJ,2040,1.4425666805124193
canoe,nz,prince edward island,secondary energy|electricity|storage,PJ,2045,1.6943010513294154
canoe,nz,prince edward island,secondary energy|electricity|storage,PJ,2050,2.0993358770763986
canoe,nz,quebec,secondary energy|electricity|hydro,PJ,2025,681.2458141066311
canoe,nz,quebec,secondary energy|electricity|hydro,PJ,2030,681.1781810460475
canoe,nz,quebec,secondary energy|electricity|hydro,PJ,2035,681.260587821369
canoe,nz,quebec,secondary energy|electricity|hydro,PJ,2040,681.2069719430249
canoe,nz,quebec,secondary energy|electricity|hydro,PJ,2045,681.8260685342756
canoe,nz,quebec,secondary energy|electricity|hydro,PJ,2050,681.8248140478117
canoe,nz,quebec,secondary energy|electricity|natural gas,PJ,2025,0.2670122058367223
canoe,nz,quebec,secondary energy|electricity|natural gas,PJ,2030,0.2670935996615083
canoe,nz,quebec,secondary energy|electricity|natural gas,PJ,2035,0.26702611225763817
canoe,nz,quebec,secondary energy|electricity|natural gas,PJ,2040,0.16388722372161707
canoe,nz,quebec,secondary energy|electricity|natural gas,PJ,2045,0.16388737828278105
canoe,nz,quebec,secondary energy|electricity|renewables,PJ,2025,299.63785311307345
canoe,nz,quebec,secondary energy|electricity|renewables,PJ,2030,349.0141574633829
canoe,nz,quebec,secondary energy|electricity|renewables,PJ,2035,379.7226549577285
canoe,nz,quebec,secondary energy|electricity|renewables,PJ,2040,383.81868873952294
canoe,nz,quebec,secondary energy|electricity|renewables,PJ,2045,382.5836845879904
canoe,nz,quebec,secondary energy|electricity|renewables,PJ,2050,406.01527515356673
canoe,nz,saskatchewan,secondary energy|electricity|coal,PJ,2030,0.10789807934865552
canoe,nz,saskatchewan,secondary energy|electricity|coal,PJ,2035,0.10275780726846528
canoe,nz,saskatchewan,secondary energy|electricity|coal,PJ,2040,0.05929985008416952
canoe,nz,saskatchewan,secondary energy|electricity|coal,PJ,2045,0.04682487791656503
canoe,nz,saskatchewan,secondary energy|electricity|hydro,PJ,2025,13.196952806509929
canoe,nz,saskatchewan,secondary energy|electricity|hydro,PJ,2030,13.19695002265815
canoe,nz,saskatchewan,secondary energy|electricity|hydro,PJ,2035,13.196870999390333
canoe,nz,saskatchewan,secondary energy|electricity|hydro,PJ,2040,13.196864905494367
canoe,nz,saskatchewan,secondary energy|electricity|hydro,PJ,2045,13.19681064323639
canoe,nz,saskatchewan,secondary energy|electricity|hydro,PJ,2050,13.196814866780606
canoe,nz,saskatchewan,secondary energy|electricity|natural gas,PJ,2025,15.828441701474604
canoe,nz,saskatchewan,secondary energy|electricity|natural gas,PJ,2030,14.159209386965923
